lead_id,company,domain,website,source_query,title,description,emails,email_titles,email_phones,email_names,phones,contact_page,linkedin,detected_tech,categories,reseller_score,priority,reasons,suggested_angle,status,country,country_name,notes,crawled_at
promeseo_com,Promeseo,promeseo.com,https://promeseo.com/,Sortlist AT – web design,SEO Agentur Wien | Top Suchmaschinenoptimierung,Ihre Website an der Spitze von Google mit Unterstützung einer der professionellsten SEO-Agenturen Wiens ab 299 € ➤ Erstgespräch kostenlos und unverbindlich!,info@promeseo.com,,,,+43 699 11341119,https://promeseo.com/#about-section,,"Magento, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: webdesign; wordpress: wordpress, divi; seo: seo, suchmaschinenoptimierung, google ads, sichtbarkeit; communication: content, inhalte; ai_interest: ki, ai; has services/customers/cases language; offers maintenance/support; agency language: wir entwickeln, referenzen, partner; NON-AGENCY penalty (zahnarzt): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,AT,Austria,,2026-05-24T23:07:45+00:00
www_hcg_corporate_designs_com,Hcg Corporate Designs,hcg-corporate-designs.com,https://www.hcg-corporate-designs.com/,Sortlist AT – web design,Start | HCG corporate designs Designagentur,"Branding, professionelles Webdesign, Infografik Design, Print Design und App-Magazin für nationale wie internationale Kunden aus mittlerweile 25 Branchen. Performant und einzigartig. HCG corporate designs wurde 2010 gegründet.",beispiel@email.com,,,,,https://www.hcg-corporate-designs.com/kontakt,,"Magento, Wix, Wix.com Website Builder, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: webdesign, homepage; wordpress: divi; seo: seo, sichtbarkeit; communication: kommunikation, content; ai_interest: ki, ai; has services/customers/cases language; offers maintenance/support; agency language: partner, portfolio, auftrag; NON-AGENCY penalty (versicherung): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,AT,Austria,,2026-05-24T23:07:49+00:00
bright_global,Bright,bright.global,https://bright.global/,Sortlist AT – web design,Bright Global | Digital Engineering Agency,"Bright Global ist ein österreichisch-polnisches Digital Engineering Team für Enterprise-Websites, Composable Commerce und System-Integration. 19+ Jahre Erfahrung, ISO 27001:2022.",,,,,,https://bright.global/de/contact,https://www.linkedin.com/company/we-are-bright-global,"ActiveCampaign, Contentful, HubSpot, Magento, Optimizely CMS, Salesforce, Shopify, Sitecore, Storyblok, TYPO3, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: homepage; wordpress: wordpress, divi; seo: seo; communication: content, inhalte; ai_interest: ki, ai; has services/customers/cases language; offers maintenance/support; agency language: referenzen, case study, partner; NON-AGENCY penalty (versicherung): -30",Position BlueSearch as an AI search layer on top of Episerver/Optimizely — no rebuild needed.,New,AT,Austria,,2026-05-24T23:08:03+00:00
www_marktplatz_helden_at,Marktplatz Helden,marktplatz-helden.at,https://www.marktplatz-helden.at/,Sortlist AT – SEO,deine Shopify & KI-SEO Agentur | Marktplatz Helden,einfach & schnell zum eigenen Onlineshop oder Webseite ► das All-in-One Paket zum fairsten Preis - JETZT anfragen!,info@marktplatz-helden.at,,+43 1 779284942981,Marktplatz Helden Skip,+43 676 3745049090,https://www.skool.com/etsy-community/about?ref=280930b02c8c4a9bb6853987105876b4,,"Magento, Shopify","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: webdesign; wordpress: divi; seo: seo, sichtbarkeit; communication: kommunikation, content; ai_interest: ki, ai, automatisierung; has services/customers/cases language; offers maintenance/support; agency language: unsere kunden, digitale lösungen, partner; NON-AGENCY penalty (friseur): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,AT,Austria,,2026-05-24T23:08:38+00:00
www_13pm_at,13pm,13pm.at,https://www.13pm.at/,Sortlist AT – web development,Werbeagentur & Filmproduktion in Salzburg | 13PM,"13PM ist Ihre Werbeagentur in Salzburg für Filmproduktion, Branding & Webdesign. Wir verbinden Strategie, Design & Content für Marken, die im Kopf bleiben.",hello@13pm.at,,,,+43 660 1313121,https://www.13pm.at/about,https://www.linkedin.com/company/13pm/,"Magento, Webflow","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: webdesign; wordpress: divi; seo: seo; communication: content, inhalte; ai_interest: ki, ai; has services/customers/cases language; offers maintenance/support; agency language: wir entwickeln, unsere kunden, case study; NON-AGENCY penalty (bank ): -30",BlueSearch embeds in Webflow/Framer sites with a single script tag — easy win for clients.,New,AT,Austria,,2026-05-24T23:08:48+00:00
marketing_platzhirsch_at,Marketing Platzhirsch,marketing-platzhirsch.at,https://marketing-platzhirsch.at/,Sortlist AT – SEO,Webdesign & SEO Wiener Neustadt | Marketing Platzhirsch,Werden auch Sie in Ihrer Branche zum Platzhirsch - Webdesign Agentur Marketing Platzhirsch ✅ Webdesign ✅ Image Videos ✅ SEO ✅ GEO,hello@marketing-platzhirsch.at,,+43 2635 22555,Marketing Platzhirsch,+43 2622 4179898,https://marketing-platzhirsch.at/kontakt/,https://www.linkedin.com/company/marketing-platzhirsch-gmbh,"DotNetNuke, Magento, Squarespace, WooCommerce, WordPress, WordPress 6.9.4","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: webdesign, homepage; wordpress: wordpress, wp-content, woocommerce, elementor; seo: seo, suchmaschinenoptimierung, sichtbarkeit; communication: content, inhalte; ai_interest: ki, ai, chatgpt; has services/customers/cases language; offers maintenance/support; agency language: wir bauen websites, unsere kunden, partner; NON-AGENCY penalty (versicherung): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,AT,Austria,,2026-05-24T23:08:48+00:00
www_agcs_works,Agcs,agcs.works,http://www.agcs.works/,Sortlist UK – web development,"Digital agency for web design, development & banner ads | AGCS","We’re a digital production agency specializing in HTML5 display ads, digital design, social media and website development. Fast turn-around and high quality!",,,,,,https://www.agcs.works/about/,https://www.linkedin.com/company/agcs-works/,"HubSpot, Magento, Powered by WPBakery Page Builder - drag and drop page builder for WordPress., Webflow, WooCommerce, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: web design, web development, digital agency; wordpress: wordpress, wp-content, woocommerce, divi; seo: seo, google ads, visibility; communication: content; ai_interest: ai; has services/customers/cases language; offers maintenance/support; agency language: our clients, partner, portfolio; NON-AGENCY penalty (sku): -30",BlueSearch embeds in Webflow/Framer sites with a single script tag — easy win for clients.,New,UK,United Kingdom,,2026-05-24T23:10:13+00:00
delante_com,Delante,delante.com,https://delante.com/,Sortlist UK – SEO,Delante - International Search Agency : SEO + SEM + AI - Delante.com,"Accelerate the growth of your business with an international SEARCH Agency. Your SEO/SEM+AI expert. We specialize in increasing website visibility in search: organic SEO, effective SEM campaigns, and AI-driven search optimization that drive revenue growth and brand awareness. Our focus is on delivering measurable results that help businesses achieve their online goals. Marketing support in […]","hello@delante.com, info@delante.co",", ",", ",", Delante Marketing",,https://delante.com/about-us/,https://www.linkedin.com/company/delante-online-marketing,"Elementor, Magento, WordPress, WordPress 7.0","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: web development; wordpress: wordpress, wp-content, elementor, divi; seo: seo, search engine optimization, google ads, visibility; communication: content; ai_interest: ai, chatgpt; has services/customers/cases language; offers maintenance/support; agency language: our clients, partner, projects; NON-AGENCY penalty (bank ): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,UK,United Kingdom,,2026-05-24T23:11:11+00:00
weloveseo_org,Weloveseo,weloveseo.org,https://weloveseo.org/,Sortlist IE – SEO,"SEO Agency - Dublin, Ireland // We Love SEO",We don't like SEO. We Love it! The Dublin based agency that specialises purely in SEO. >> Increase Online Visibility // Boost Leads & Sales // Grow Your Revenue.,stephen@weloveseo.org,Founder / Head of SEO,,,,https://weloveseo.org/about-us/,https://linkedin.com/company/we-love-seo-agency,"Magento, WP Rocket 3.18.1.5, WooCommerce, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: web design; wordpress: wp-content, woocommerce, elementor, divi; seo: seo, visibility; communication: communication, content; ai_interest: ai; has services/customers/cases language; offers maintenance/support; agency language: our clients, partner, portfolio; NON-AGENCY penalty (checkout): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,IE,Ireland,,2026-05-24T23:13:10+00:00
riordanseo_ie,Riordanseo,riordanseo.ie,https://riordanseo.ie/,Sortlist IE – SEO,SEO Company Ireland | Top Rated Digital Agency | SEO Services Dublin Ireland,"Boost your brand with Dublin & Ireland's top Specialist & Botique SEO company. Achieve unmatched ROI & growth. Innovative online marketing. ""Work With You"" Agency. Call now!","enquiries@riordanseo.com, fintan@riordanseo.com",", ","+353 83 042 1670, +353 53 361 2244","Company Ireland, Castle Ave",+353 83 042 1670,https://riordanseo.ie/about-seo-consultants/,,"HubSpot, Magento, WooCommerce, WordPress, WordPress 6.9.4","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: web design, website design, digital agency; wordpress: wordpress, wp-content, elementor, divi; seo: seo, search engine optimisation, search engine optimization, visibility; communication: content; ai_interest: ai, automation; has services/customers/cases language; offers maintenance/support; agency language: our clients, case studies, partner; NON-AGENCY penalty (checkout): -30",Replace HubSpot's basic search with BlueSearch for smarter lead-capture on client portals.,New,IE,Ireland,,2026-05-24T23:13:13+00:00
www_apollo_com_fr,Apollo Com,apollo-com.fr,https://www.apollo-com.fr/,Sortlist FR – web design,Apollo COM - Votre agence web sur Avignon,"Agence Web à Avignon, Création Sites Internet, Community Management, Référencement naturel et référencement payant",,,,,+33 9 78 28 84 34,https://www.apollo-com.fr/contact,https://www.linkedin.com/company/apollo-com/,"Magento, PrestaShop, Shopify, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: agence web, site internet, agence digitale; wordpress: wordpress; seo: seo, référencement naturel, référencement, google ads; communication: agence de communication, communication, contenu, content; ai_interest: ia, ai; has services/customers/cases language; offers maintenance/support; agency language: nous développons, nos clients, partenaire; NON-AGENCY penalty (ht ): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,FR,France,,2026-05-24T23:13:20+00:00
knr_paris,Knr,knr.paris,https://knr.paris/,Sortlist FR – web design,"Agence E-Commerce Beauté, Mode Et Luxe | Agence KNR","KNR est l'agence e-commerce des marques de Beauté, Mode et Luxe. Partenaire Shopify Plus, nous sommes également certifiés Salesforce Commerce et Marketing Cloud",hello@knr.paris,,,Roffler-Agence,+33 1 86 91 99 96,https://knr.paris/contact/,https://www.linkedin.com/company/knr-agency/,"Elementor, Magento, PrestaShop, Salesforce, Shopify, WooCommerce, WordPress, WordPress 6.9.4","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: agence digitale, website; wordpress: wordpress, wp-content, woocommerce, elementor; seo: seo, référencement naturel, référencement; communication: communication, content; ai_interest: ia, ai; has services/customers/cases language; offers maintenance/support; agency language: projet web, nos clients, partenaire; NON-AGENCY penalty (ht ): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,FR,France,,2026-05-24T23:13:31+00:00
www_akson_fr,Akson,akson.fr,http://www.akson.fr/,Sortlist FR – web design,Agence de communication Bordeaux - Agence AKSON,Akson votre agence conseil et créa. Akson conçoit pour vous depuis 2009 des dispositifs de comm’ créatifs et innovants.,"hello@akson.fr, hello@akson.frvous, info@website.com, recrutement@akson.fr, recrutement@akson.fr6",", , , , ",", , , , ",", , , , ",+33 5 47 79 81 11,https://akson.fr/nous-contacter/,https://fr.linkedin.com/company/agence-akson,"Elementor, WooCommerce, WordPress, WordPress 6.9.4","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: site internet, website; wordpress: wordpress, wp-content, woocommerce, elementor; seo: seo; communication: agence de communication, communication, contenu, content; ai_interest: ia, ai; has services/customers/cases language; offers maintenance/support; agency language: références, portfolio; NON-AGENCY penalty (ht ): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,FR,France,,2026-05-24T23:13:35+00:00
www_s2i_agence_web_fr,S2i Agence Web,s2i-agence-web.fr,https://www.s2i-agence-web.fr/,Sortlist FR – web design,Agence web - S2i Evolution - Création de site e-commerce et vitrine,S2i Evolution est une agence web basée à Mulhouse et Strasbourg en Alsace. Nous accompagnons les entreprises dans la création de site vitrine et e-commerce et la mise en place de SEO et SMO.,,,,,+33 3 69 67 38 45,https://www.s2i-agence-web.fr/contactez-nous/,https://www.linkedin.com/company/s2i-evolution/,"Magento, PrestaShop, Shopify, WooCommerce, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: agence web, création de sites, site internet, website; wordpress: wordpress, woocommerce, divi; seo: seo, référencement naturel, référencement, visibilité; communication: contenu, content; ai_interest: ia, ai; has services/customers/cases language; offers maintenance/support; agency language: projet web, portfolio; NON-AGENCY penalty (ht ): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,FR,France,,2026-05-24T23:13:43+00:00
www_sooyoos_com,Sooyoos,sooyoos.com,http://www.sooyoos.com/,Sortlist FR – web development,Sooyoos - Agence digitale sur-mesure - Conseil & Développement de projets numériques,Sooyoos est une agence digitale qui accompagne ses clients sur des problématiques stratégiques ou technologiques.,contact@sooyoos.com,,,,,https://www.sooyoos.com/contact/,,"Magento, PrestaShop, WP Rocket 3.20.3, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: site internet, agence digitale, website; wordpress: wordpress; seo: seo; communication: contenu, content; ai_interest: ia, intelligence artificielle, ai, automatisation; has services/customers/cases language; offers maintenance/support; agency language: nos clients, références; NON-AGENCY penalty (ht ): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,FR,France,,2026-05-24T23:14:04+00:00
www_wess_soft_com,Wess Soft,wess-soft.com,https://www.wess-soft.com/,Sortlist FR – web development,Agence web Lyon - Création de sites & applications | Wess Soft,"Agence web et mobile à Lyon experte depuis 10 ans : Développement Web, Mobile (iOS/Android), IA, Blockchain et Design UX/UI. Solutions sur-mesure. Agréée CII.","contact@wess-soft.com, mon.adresse.pro@mon-entreprise.com",", ","+33 4 28 29 68 82, ","Internet Explorer, ",+33 4 28 29 68 82,https://www.wess-soft.com/contact/,https://www.linkedin.com/company/wess-soft/,"All in One SEO Pro (AIOSEO) 4.9.7.2, Contentful, Elementor, Magento, PrestaShop, WooCommerce, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: agence web, création de sites, développement web, site internet; wordpress: wordpress, wp-content, elementor, divi; seo: seo, visibilité; communication: communication, contenu, content; ai_interest: ia, intelligence artificielle, ai, automatisation; has services/customers/cases language; offers maintenance/support; agency language: nous développons, projet web, nos clients; NON-AGENCY penalty (assurance): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,FR,France,,2026-05-24T23:14:05+00:00
fabrica_studio,Fabrica,fabrica.studio,https://fabrica.studio/,Sortlist ES – web design,"Desarrollo Web, Apps y MVPs en Barcelona · fabrica Studio","Desarrollo web, apps y MVPs para emprendedores en Barcelona. +20 años de experiencia, precio fijo desde 3.489€, trato directo. Agenda tu llamada gratis.","hello@fabrica.studio, hola@fabrica.studio, tu@email.com",", , ","+34 623 96 59 99, , ","Desarrollo Web, Fabrica Studio, Enviar Mensaje",+34 623 96 59 99,https://fabrica.studio/#contact,,Magento,"ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: desarrollo web, website; wordpress: divi; seo: seo; communication: content; ai_interest: ia, ai, automatización; has services/customers/cases language; offers maintenance/support; agency language: desarrollamos, nuestros clientes, partner; NON-AGENCY penalty (seguro): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,ES,Spain,,2026-05-24T23:15:19+00:00
idital_com,Idital,idital.com,https://idital.com/,Sortlist ES – web design,"Agencia de marketing digital, SEO y diseño web Idital","Agencia de marketing digital en España. Google ADS, posicionamiento SEO, marketing digital, diseño web y tiendas online.",contacto@idital.com,,,,"+34 960 20 45 50, +34 963 76 88 99",https://idital.com/contacto/,https://www.linkedin.com/company/iditalmarketing/,"Elementor, Magento, PrestaShop, Shopify, WooCommerce, WordPress, WordPress 6.9.4","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: diseño web, página web, sitio web, website; wordpress: wordpress, wp-content, woocommerce, elementor; seo: seo, posicionamiento web, google ads, visibilidad; communication: comunicación, contenido, content; ai_interest: ia, ai, chatgpt; has services/customers/cases language; offers maintenance/support; agency language: desarrollamos, nuestros clientes, portfolio; NON-AGENCY penalty (restaurante): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,ES,Spain,,2026-05-24T23:15:24+00:00
several_pro,Several,several.pro,https://several.pro/,Sortlist ES – web design,"Agencia Digital en Barcelona | Desarrollo Web, SEO y Marketing | Several","Agencia digital en Barcelona. Creamos webs a medida y estrategias SEO/SEM que hacen crecer tu negocio. Branding, UX/UI y marketing online con resultados.",hola@several.pro,,+34 681 02 36 83,Agencia Digital,+34 681 02 36 83,https://several.pro/,,"DotNetNuke, Elementor, Magento, PrestaShop, Shopify, WPML ver:4.9.4 stt:1,2;, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: diseño web, desarrollo web, página web, agencia digital; wordpress: wordpress, wp-content, elementor; seo: seo, google ads, visibilidad; communication: comunicación, content; ai_interest: ia, ai; has services/customers/cases language; offers maintenance/support; agency language: nuestros clientes, referencias, portfolio; NON-AGENCY penalty (restaurante): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,ES,Spain,,2026-05-24T23:15:26+00:00
addlab_it,Addlab,addlab.it,https://addlab.it/,Sortlist IT – web design,Web Agency Milano | Addlab: Siti web e Digital Marketing,"Web agency: web agency a Milano specializzata in digital marketing, sviluppo siti web ed e-commerce, ottimizzazione SEO e brand identity.","a.khoury@addlab.it, contact@addvert.it","Manager for WordPress by gtm4wp.com --> <script data-cfasync, ",", ","Google Tag Manager, ","+39 081 7306 0966, +39 351 968 6588",,https://it.linkedin.com/company/add-lab,"Magento, Shopify, WooCommerce, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: sviluppo web, sito web, siti web, web agency; wordpress: wordpress, wp-content, woocommerce, divi; seo: seo, google ads; communication: comunicazione, content; ai_interest: ia, ai; has services/customers/cases language; offers maintenance/support; agency language: i nostri clienti, partner, portfolio; NON-AGENCY penalty (bar): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,IT,Italy,,2026-05-24T23:17:11+00:00
www_witag_it,Witag,witag.it,https://www.witag.it/,Sortlist IT – web development,Witag - Web Agency | Risultati Eccellenti in SEO e Sviluppo Web,"Witag Web Agency Benevento specializzata in SEO per posizionamento su motori di ricerca, sviluppo web e web analytics. Il tuo partner ideale!",info@witag.it,,+39 0824 149 1680,Google Tag Manager,+39 0824 149 1680,,https://it.linkedin.com/company/witag,"Elementor, Elementor 3.20.0; features: e_optimized_assets_loading, e_font_icon_svg, additio, Magento, Shopify, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: sviluppo web, sito web, web agency; wordpress: wordpress, wp-content, elementor, divi; seo: seo, visibilità; communication: contenuti, content; ai_interest: ia, ai; has services/customers/cases language; offers maintenance/support; agency language: sviluppiamo, i nostri clienti, partner; NON-AGENCY penalty (bar): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,IT,Italy,,2026-05-24T23:17:59+00:00
ballers_ee,Ballers,ballers.ee,https://ballers.ee/,Sortlist EE – web development,Veebilehtede ja e-poodide loomine | Ballers.ee,"Ballers on kogenud digiagentuur Tallinnast. Loome kiireid, kasutajasõbralikke ja äriliselt läbimõeldud veebilehti ning e-poode.","info@ballers.ee, u003einfo@ballers.ee",", ","+372 720 0720, +372 720 0720","Forus Autolevi, Forus Autolevi",+372 5596 8807,https://ballers.ee/en/about-us/,https://www.linkedin.com/company/ballers-agency/,"Magento, PrestaShop, Sanity, Shopify, WooCommerce, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: veebidisain, veebiarendus, veebileht, web design; wordpress: wordpress, woocommerce; seo: seo, nähtavus; communication: kommunikatsioon, sisu, content; ai_interest: tehisintellekt, ai, automatiseerimine; has services/customers/cases language; offers maintenance/support; agency language: arendame, meie kliendid, partner; NON-AGENCY penalty (restoran): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,EE,Estonia,,2026-05-24T23:22:59+00:00
www_visionkraft_com,Visionkraft,visionkraft.com,http://www.visionkraft.com/,Sortlist Pune – web design,"Vision Kraft is a Top Advertising Agency, Branding and Video Production House in Pune, Thane, Mumbai, New Mumbai, Nashik, Kolhapur, Baramati, Kochi, India","Vision Kraft is a leading advertising agency, branding expert, and video production house serving Pune, Thane, Mumbai, New Mumbai, Nashik, Kolhapur, Baramati, Kochi, and beyond. With over 21 years of experience, we specialize in crafting powerful brand identities, high-impact marketing campaigns, and compelling video content for businesses across diverse industries. From strategic branding to engaging visual storytelling, we help brands stand out and connect with their audience. Partner with Vis",,,,,,http://www.visionkraft.com/,https://www.linkedin.com/company/vision-kraft/,"HubSpot, Magento","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: website design; wordpress: divi; seo: seo, search engine optimisation; communication: communication, content; ai_interest: ai, automation; has services/customers/cases language; offers maintenance/support; agency language: our clients, case studies, partner; NON-AGENCY penalty (stock): -30",Replace HubSpot's basic search with BlueSearch for smarter lead-capture on client portals.,New,IN,India,,2026-05-24T23:26:18+00:00
senate_marketing_com,Senate Marketing,senate-marketing.com,https://senate-marketing.com/,Sortlist IN – digital agencies,Best Digital Marketing Agency & Company in Mumbai | Senate Marketing,"We are leading ROI driven full-suite Digital Marketing Agency & Company in Mumbai. Specializing in SEO, SEM, ORM, and SMM. Consult with us today!",info@senate-marketing.com,,+91 70455 33555,,+91 70455 33555,https://senate-marketing.com/contact-us/,https://www.linkedin.com/company/senate-marketing-pvt-ltd ,"Magento, WordPress, WordPress 6.9.4","ai_interest, communication, public_sector, seo, web_agency, wordpress",98,A - High fit,"web_agency: web design, website design; wordpress: wordpress, wp-content; seo: seo, google ads; communication: content; public_sector: hospital; ai_interest: ai; has services/customers/cases language; offers maintenance/support; agency language: portfolio; NON-AGENCY penalty (real estate): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,IN,India,,2026-05-24T23:26:29+00:00
www_carapacetechnologies_com,Carapacetechnologies,carapacetechnologies.com,https://www.carapacetechnologies.com/,Sortlist Pune – web design,Carapace - #1 Web Designing Company in Mumbai,"Carapace is one of the best website design and development company based in Mumbai. We strategized web creativity, build & redesign beautiful websites, brands, apps, campaigns and many more.",,,,,+91 98193 99669,https://www.carapacetechnologies.com/about,,"Magento, OpenCart, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: web agency, web design, web development, website design; wordpress: wordpress; seo: seo, search engine optimization; communication: content; ai_interest: ai; has services/customers/cases language; offers maintenance/support; agency language: our clients, portfolio, projects; NON-AGENCY penalty (product catalogue): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,IN,India,,2026-05-24T23:26:54+00:00
copods_co,Copods,copods.co,https://copods.co/,Sortlist Pune – web development,Comprehensive Enterprise IT Solutions & Product Design,"Discover Copods enterprise IT solutions, consulting services, and product design & development tailored for your business success.",hello@copods.co,,,Customer Service,,https://www.copods.co/contact-us/,https://www.linkedin.com/company/copods,"Elementor, Magento, Site Kit by Google 1.179.0, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: web development, website design; wordpress: wordpress, wp-content, elementor, divi; seo: seo; communication: communication, content; ai_interest: ai, artificial intelligence, automation; has services/customers/cases language; offers maintenance/support; agency language: our clients, case studies, partner; NON-AGENCY penalty (stock): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,IN,India,,2026-05-24T23:27:12+00:00
edonec_com,Edonec,edonec.com,https://edonec.com/,Sortlist TN – web design,Accueil - edonec.com,,,,,,,https://edonec.com/#contact,https://www.linkedin.com/company/edonec/,"Powered by LayerSlider 7.1.3 - Multi-Purpose, Responsive, Parallax, Mobile-Frien, WooCommerce, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: web design; wordpress: wordpress, wp-content, woocommerce, divi; seo: seo, google ads; communication: content; ai_interest: ia, ai; has services/customers/cases language; offers maintenance/support; agency language: nous développons, nos clients, partenaire; NON-AGENCY penalty (ht ): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,TN,Tunisia,,2026-05-24T23:28:42+00:00
stratosdigital_io,Stratosdigital,stratosdigital.io,https://stratosdigital.io/,Sortlist TN – web design,Stratos Web Studio,,sabri@stratosdigital.io,,+216 42 453 075,Sabri Chaabane,,,,"Magento, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: web design; wordpress: wordpress, divi; seo: seo; communication: content; ai_interest: ia, ai, chatgpt; has services/customers/cases language; offers maintenance/support; agency language: partenaire, portfolio; NON-AGENCY penalty (ht ): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,TN,Tunisia,,2026-05-24T23:28:42+00:00
www_theroad_tn,Theroad,theroad.tn,https://www.theroad.tn/,Sortlist TN – web design,Agence Web Tunisie - Création de Sites Web & Solutions Digitales,"Découvrez THE ROAD, l'agence web leader en Tunisie spécialisée dans la création de sites web personnalisés, et les solutions digitales sur mesure. Boostez votre présence en ligne avec notre expertise.",contact@theroad.tn,,+216 20 260 521,Agence Web Tunisie,,https://www.theroad.tn/demande-de-devis/,https://www.linkedin.com/company/83515781,"Elementor, Magento, Shopify, WooCommerce, WordPress, WordPress 7.0","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: agence web, web design, site web, agence digitale; wordpress: wordpress, wp-content, woocommerce, elementor; seo: seo, référencement, google ads, visibilité; communication: agence de communication, communication, contenu, content; ai_interest: ia, ai; has services/customers/cases language; offers maintenance/support; agency language: projet web, nos clients, références; NON-AGENCY penalty (ht ): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,TN,Tunisia,,2026-05-24T23:28:47+00:00
boostify_digital_agency,Boostify Digital,boostify-digital.agency,https://boostify-digital.agency/,Sortlist TN – web design,Agence de Marketing Digital en Tunisie | Boostify Digital Agency,"Boostify Digital, agence de marketing digital, vous accompagne en SEO, réseaux sociaux, developpement web et stratégie digitale pour booster votre croissance.","contact@boostify-digital.agency, info@website.com",", ",", ",", ","+216 20 242 026, +216 29 227 171",https://boostify-digital.agency/contact/,https://www.linkedin.com/company/boostifydigitalagency,"Elementor, Elementor 3.35.3; features: additional_custom_breakpoints; settings: css_print_m, Magento, WordPress","ai_interest, communication, seo, web_agency, wordpress",98,A - High fit,"web_agency: agence web, site web, agence digitale; wordpress: wordpress, wp-content, elementor, divi; seo: seo, référencement, google ads, visibilité; communication: communication, contenu, content; ai_interest: ia, ai; has services/customers/cases language; offers maintenance/support; agency language: références, partenaire, portfolio; NON-AGENCY penalty (ht ): -30","Focus on public-information sites: help visitors find answers across pages, PDFs and articles.",New,TN,Tunisia,,2026-05-24T23:28:53+00:00
